episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/default_policy/num_agent_steps_trained,info/learner/default_policy/num_grad_updates_lifetime,info/learner/default_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,3,0,0,44000,44000,44000,44000,4000,4000,44000,4000,44000,False,4,11,default,9db605d928fe41c8999543bf5a936693,2023-01-22_17-57-22,1674439042,5.1241679191589355,58.7837347984314,4704,panther,192.168.86.35,58.7837347984314,0,11,9.760607719421387,44000,44000,44000,44000,0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",5281.927,0.251,15935805.471,3452.77,1158.49,5.208,44000,44000,44000,44000,44.412499999999994,29.5625,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",128.0,9765.5,464.5,0.20000000298023224,4.999999873689376e-05,-0.06249179,-0.06446254,2.1899154e-08,-0.9849756,0.009853708,3.6858594,0.0
0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,3,0,0,48000,48000,48000,48000,4000,4000,48000,4000,48000,False,4,12,default,9db605d928fe41c8999543bf5a936693,2023-01-22_17-57-28,1674439048,5.142481803894043,63.92621660232544,4704,panther,192.168.86.35,63.92621660232544,0,12,9.760607719421387,48000,48000,48000,48000,0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",5207.551,0.251,15963098.002,3403.867,1175.134,5.223,48000,48000,48000,48000,46.21428571428572,29.68571428571429,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",128.0,10695.5,464.5,0.20000000298023224,4.999999873689376e-05,-0.062212303,-0.06432247,2.9194583e-08,-1.0,0.01055074,3.6524017,0.0
0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,3,0,0,52000,52000,52000,52000,4000,4000,52000,4000,52000,False,4,13,default,9db605d928fe41c8999543bf5a936693,2023-01-22_17-57-33,1674439053,4.912795543670654,68.8390121459961,4704,panther,192.168.86.35,68.8390121459961,0,13,9.760607719421387,52000,52000,52000,52000,0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",5205.133,0.272,14696229.853,3397.864,1177.21,5.228,52000,52000,52000,52000,39.01428571428572,29.74285714285714,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",128.0,11625.5,464.5,0.20000000298023224,4.999999873689376e-05,-0.05625358,-0.058217112,8.71489e-08,-0.9993923,0.009817232,3.6285832,0.0
0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,3,0,0,56000,56000,56000,56000,4000,4000,56000,4000,56000,False,4,14,default,9db605d928fe41c8999543bf5a936693,2023-01-22_17-57-38,1674439058,5.104208946228027,73.94322109222412,4704,panther,192.168.86.35,73.94322109222412,0,14,9.760607719421387,56000,56000,56000,56000,0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",5181.73,0.271,14745312.006,3368.007,1187.646,5.213,56000,56000,56000,56000,38.1,29.699999999999996,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",128.0,12555.5,464.5,0.20000000298023224,4.999999873689376e-05,-0.06660212,-0.06890747,4.499395e-08,-1.0,0.011526515,3.5866354,0.0
0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,3,0,0,60000,60000,60000,60000,4000,4000,60000,4000,60000,False,4,15,default,9db605d928fe41c8999543bf5a936693,2023-01-22_17-57-43,1674439063,5.292782545089722,79.23600363731384,4704,panther,192.168.86.35,79.23600363731384,0,15,9.760607719421387,60000,60000,60000,60000,0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",5207.6,0.284,14066585.059,3373.793,1185.609,5.439,60000,60000,60000,60000,40.1375,29.5,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",128.0,13485.5,464.5,0.20000000298023224,4.999999873689376e-05,-0.06039327,-0.06306371,9.095278e-08,-0.99776363,0.013351797,3.5538232,0.0
0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,3,0,0,64000,64000,64000,64000,4000,4000,64000,4000,64000,False,4,16,default,9db605d928fe41c8999543bf5a936693,2023-01-22_17-57-48,1674439068,5.274615526199341,84.51061916351318,4704,panther,192.168.86.35,84.51061916351318,0,16,9.760607719421387,64000,64000,64000,64000,0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",5208.202,0.271,14764776.908,3360.773,1190.202,5.128,64000,64000,64000,64000,42.614285714285714,29.38571428571429,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",128.0,14415.5,464.5,0.20000000298023224,4.999999873689376e-05,-0.03663295,-0.03856017,2.0897074e-08,-1.0,0.009636008,3.5419936,0.0
0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,3,0,0,68000,68000,68000,68000,4000,4000,68000,4000,68000,False,4,17,default,9db605d928fe41c8999543bf5a936693,2023-01-22_17-57-54,1674439074,5.145974636077881,89.65659379959106,4704,panther,192.168.86.35,89.65659379959106,0,17,9.760607719421387,68000,68000,68000,68000,0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",5189.648,0.275,14525728.139,3345.825,1195.52,5.245,68000,68000,68000,68000,41.425,29.3875,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",128.0,15345.5,464.5,0.20000000298023224,4.999999873689376e-05,-0.057556868,-0.059985276,1.1773964e-07,-0.9956587,0.012141474,3.4994617,0.0
0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,3,0,0,72000,72000,72000,72000,4000,4000,72000,4000,72000,False,4,18,default,9db605d928fe41c8999543bf5a936693,2023-01-22_17-57-59,1674439079,5.106761455535889,94.76335525512695,4704,panther,192.168.86.35,94.76335525512695,0,18,9.760607719421387,72000,72000,72000,72000,0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",5162.871,0.276,14504379.701,3324.469,1203.2,5.147,72000,72000,72000,72000,43.91428571428571,29.585714285714285,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",128.0,16275.5,464.5,0.20000000298023224,4.999999873689376e-05,-0.057639416,-0.06016648,8.721154e-08,-0.9986717,0.012634927,3.4954724,0.0
0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,3,0,0,76000,76000,76000,76000,4000,4000,76000,4000,76000,False,4,19,default,9db605d928fe41c8999543bf5a936693,2023-01-22_17-58-04,1674439084,5.012444972991943,99.7758002281189,4704,panther,192.168.86.35,99.7758002281189,0,19,9.760607719421387,76000,76000,76000,76000,0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",5142.357,0.275,14559763.95,3314.859,1206.688,5.167,76000,76000,76000,76000,43.18571428571429,29.685714285714283,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",128.0,17205.5,464.5,0.20000000298023224,4.999999873689376e-05,-0.06271442,-0.06535089,1.5233681e-08,-1.0,0.0131822815,3.4674802,0.0
0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,3,0,0,80000,80000,80000,80000,4000,4000,80000,4000,80000,False,4,20,default,9db605d928fe41c8999543bf5a936693,2023-01-22_17-58-09,1674439089,5.43721866607666,105.21301889419556,4704,panther,192.168.86.35,105.21301889419556,0,20,9.760607719421387,80000,80000,80000,80000,0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",5148.837,0.285,14026599.783,3325.714,1202.749,5.073,80000,80000,80000,80000,52.16250000000001,30.7625,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",128.0,18135.5,464.5,0.20000000298023224,4.999999873689376e-05,-0.059932347,-0.06292723,1.0539206e-07,-0.99967664,0.014973911,3.4375982,0.0
0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,3,0,0,84000,84000,84000,84000,4000,4000,84000,4000,84000,False,4,21,default,9db605d928fe41c8999543bf5a936693,2023-01-22_17-58-15,1674439095,5.828993558883667,111.04201245307922,4704,panther,192.168.86.35,111.04201245307922,0,21,9.760607719421387,84000,84000,84000,84000,0.001300389947933687,8.350033330410544e-05,0.00041503792363935455,6828.25,0,0,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",5219.514,0.286,13983343.891,3374.527,1185.351,5.065,84000,84000,84000,84000,67.51249999999999,34.0625,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05]","[6792, 7764, 775, 11982]",128.0,19065.5,464.5,0.20000000298023224,4.999999873689376e-05,-0.06274895,-0.06549461,5.4289707e-08,-1.0,0.013727988,3.424183,0.0
0.001300389947933687,4.5456611457536195e-05,0.0003411216612029909,9863.6,1,0,3,0,0,88000,88000,88000,88000,4000,4000,88000,4000,88000,False,5,22,default,9db605d928fe41c8999543bf5a936693,2023-01-22_17-58-20,1674439100,5.166188955307007,116.20820140838623,4704,panther,192.168.86.35,116.20820140838623,0,22,9.760607719421387,88000,88000,88000,88000,0.001300389947933687,4.5456611457536195e-05,0.0003411216612029909,9863.6,1,0,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05, 4.5456611457536195e-05]","[6792, 7764, 775, 11982, 22005]",5221.893,0.292,13714719.202,3380.29,1183.33,4.908,88000,88000,88000,88000,48.525000000000006,34.1125,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05, 4.5456611457536195e-05]","[6792, 7764, 775, 11982, 22005]",128.0,19995.5,464.5,0.20000000298023224,4.999999873689376e-05,-0.0680635,-0.070757,9.847054e-08,-1.0,0.013467052,3.373849,0.0
0.001300389947933687,4.5456611457536195e-05,0.0003411216612029909,9863.6,0,0,3,0,0,92000,92000,92000,92000,4000,4000,92000,4000,92000,False,5,23,default,9db605d928fe41c8999543bf5a936693,2023-01-22_17-58-25,1674439105,5.038949251174927,121.24715065956116,4704,panther,192.168.86.35,121.24715065956116,0,23,9.760607719421387,92000,92000,92000,92000,0.001300389947933687,4.5456611457536195e-05,0.0003411216612029909,9863.6,0,0,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05, 4.5456611457536195e-05]","[6792, 7764, 775, 11982, 22005]",5234.43,0.282,14162768.867,3387.989,1180.641,4.914,92000,92000,92000,92000,41.771428571428565,34.028571428571425,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05, 4.5456611457536195e-05]","[6792, 7764, 775, 11982, 22005]",128.0,20925.5,464.5,0.20000000298023224,4.999999873689376e-05,-0.048593603,-0.050932582,7.8049446e-08,-1.0,0.011694529,3.3546886,0.0
0.001300389947933687,4.5456611457536195e-05,0.0003411216612029909,9863.6,0,0,3,0,0,96000,96000,96000,96000,4000,4000,96000,4000,96000,False,5,24,default,9db605d928fe41c8999543bf5a936693,2023-01-22_17-58-31,1674439111,5.148171424865723,126.39532208442688,4704,panther,192.168.86.35,126.39532208442688,0,24,9.760607719421387,96000,96000,96000,96000,0.001300389947933687,4.5456611457536195e-05,0.0003411216612029909,9863.6,0,0,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05, 4.5456611457536195e-05]","[6792, 7764, 775, 11982, 22005]",5238.659,0.295,13569407.959,3390.49,1179.771,5.001,96000,96000,96000,96000,43.974999999999994,33.975,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05, 4.5456611457536195e-05]","[6792, 7764, 775, 11982, 22005]",128.0,21855.5,464.5,0.20000000298023224,4.999999873689376e-05,-0.023262843,-0.025075404,8.297933e-08,-1.0,0.0090623945,3.3298686,0.0
0.001300389947933687,4.5456611457536195e-05,0.0003411216612029909,9863.6,0,0,3,0,0,100000,100000,100000,100000,4000,4000,100000,4000,100000,False,5,25,default,9db605d928fe41c8999543bf5a936693,2023-01-22_17-58-36,1674439116,5.151615619659424,131.5469377040863,4704,panther,192.168.86.35,131.5469377040863,0,25,9.760607719421387,100000,100000,100000,100000,0.001300389947933687,4.5456611457536195e-05,0.0003411216612029909,9863.6,0,0,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05, 4.5456611457536195e-05]","[6792, 7764, 775, 11982, 22005]",5224.554,0.269,14868146.048,3394.282,1178.453,4.875,100000,100000,100000,100000,47.557142857142864,33.614285714285714,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05, 4.5456611457536195e-05]","[6792, 7764, 775, 11982, 22005]",128.0,22785.5,464.5,0.20000000298023224,4.999999873689376e-05,-0.051353447,-0.054246318,6.7910776e-08,-1.0,0.014464057,3.3200562,0.0
0.001300389947933687,4.5456611457536195e-05,0.0003411216612029909,9863.6,0,0,3,0,0,104000,104000,104000,104000,4000,4000,104000,4000,104000,False,5,26,default,9db605d928fe41c8999543bf5a936693,2023-01-22_17-58-41,1674439121,5.105549335479736,136.65248703956604,4704,panther,192.168.86.35,136.65248703956604,0,26,9.760607719421387,104000,104000,104000,104000,0.001300389947933687,4.5456611457536195e-05,0.0003411216612029909,9863.6,0,0,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05, 4.5456611457536195e-05]","[6792, 7764, 775, 11982, 22005]",5207.491,0.279,14341952.471,3406.303,1174.294,4.755,104000,104000,104000,104000,47.471428571428575,33.4,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05, 4.5456611457536195e-05]","[6792, 7764, 775, 11982, 22005]",128.0,23715.5,464.5,0.20000000298023224,4.999999873689376e-05,-0.05098918,-0.053563748,6.404634e-08,-1.0,0.012872553,3.2889607,0.0
0.001300389947933687,4.5456611457536195e-05,0.0003411216612029909,9863.6,0,0,3,0,0,108000,108000,108000,108000,4000,4000,108000,4000,108000,False,5,27,default,9db605d928fe41c8999543bf5a936693,2023-01-22_17-58-46,1674439126,5.042613983154297,141.69510102272034,4704,panther,192.168.86.35,141.69510102272034,0,27,9.760607719421387,108000,108000,108000,108000,0.001300389947933687,4.5456611457536195e-05,0.0003411216612029909,9863.6,0,0,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05, 4.5456611457536195e-05]","[6792, 7764, 775, 11982, 22005]",5196.864,0.278,14408464.445,3399.0,1176.817,4.661,108000,108000,108000,108000,45.075,33.6,"[0.00014736221415617132, 0.0001288991991634545, 0.001300389947933687, 8.350033330410544e-05, 4.5456611457536195e-05]","[6792, 7764, 775, 11982, 22005]",128.0,24645.5,464.5,0.20000000298023224,4.999999873689376e-05,-0.07543005,-0.07864707,1.04635426e-07,-1.0,0.016084604,3.252769,0.0
